Date;Symbol;Clos
2024-02-20;CB;248.82
2024-02-21;CB;250.26
2024-02-22;CB;253.72
2024-02-23;CB;254.28
2024-02-26;CB;253.12
2024-02-27;CB;253.15
2024-02-28;CB;251.87
2024-02-29;CB;249.97
2024-03-01;CB;248.93
2024-03-04;CB;246.58
2024-03-05;CB;247.68
2024-03-06;CB;248.86
2024-03-07;CB;247.14
2024-03-08;CB;247.13
2024-03-11;CB;253.28
2024-03-12;CB;256.01
2024-03-13;CB;258.45
2024-03-14;CB;256.74
2024-03-15;CB;255.4
2024-03-18;CB;256.75
2024-03-19;CB;257.59
2024-03-20;CB;257.62
2024-03-21;CB;255.42
2024-03-22;CB;254.63
2024-03-25;CB;254.73
2024-03-26;CB;255.19
2024-03-27;CB;257.61
2024-03-28;CB;258.23
2024-01-02;CBOE;178.2
2024-01-03;CBOE;174.88
2024-01-04;CBOE;173.55
2024-01-05;CBOE;173.13
2024-01-08;CBOE;176.4
2024-01-09;CBOE;175.5
2024-01-10;CBOE;175.61
2024-01-11;CBOE;177.8
2024-01-12;CBOE;180.68
2024-01-16;CBOE;183.68
2024-01-17;CBOE;187.13
2024-01-18;CBOE;186.93
2024-01-19;CBOE;185.38
2024-01-22;CBOE;185.86
2024-01-23;CBOE;188.87
2024-01-24;CBOE;188.8
2024-01-25;CBOE;188.69
2024-01-26;CBOE;186.43
2024-01-29;CBOE;183.5
2024-01-30;CBOE;183.26
2024-01-31;CBOE;183.85
2024-02-01;CBOE;184.73
2024-02-02;CBOE;182.78
2024-02-05;CBOE;181.75
2024-02-06;CBOE;180.41
2024-02-07;CBOE;184.46
2024-02-08;CBOE;184.16
2024-02-09;CBOE;183.5
2024-02-12;CBOE;184.44
2024-02-13;CBOE;185.2
2024-02-14;CBOE;184.76
2024-02-15;CBOE;186.06
2024-02-16;CBOE;186.69
2024-02-20;CBOE;191.72
2024-02-21;CBOE;189.91
2024-02-22;CBOE;195.52
2024-02-23;CBOE;197.15
2024-02-26;CBOE;196.57
2024-02-27;CBOE;194.86
2024-02-28;CBOE;195.78
2024-02-29;CBOE;192
2024-03-01;CBOE;187.02
2024-03-04;CBOE;189.36
2024-03-05;CBOE;190.25
2024-03-06;CBOE;187.62
2024-03-07;CBOE;183.81
2024-03-08;CBOE;186.69
2024-03-11;CBOE;183.83
2024-03-12;CBOE;181.7
2024-03-13;CBOE;183.5
2024-03-14;CBOE;181.13
2024-03-15;CBOE;183.52
2024-03-18;CBOE;183.7
2024-03-19;CBOE;183.53
2024-03-20;CBOE;183.2
2024-03-21;CBOE;184.2
2024-03-22;CBOE;180.92
2024-03-25;CBOE;179.6
2024-03-26;CBOE;178.11
2024-03-27;CBOE;180.17
2024-03-28;CBOE;183.73
2024-01-02;CBRE;93.22
2024-01-03;CBRE;89.05
2024-01-04;CBRE;87.42
2024-01-05;CBRE;87.05
2024-01-08;CBRE;88.18
2024-01-09;CBRE;86.72
2024-01-10;CBRE;86.65
2024-01-11;CBRE;84.86
2024-01-12;CBRE;85.26
2024-01-16;CBRE;85.43
2024-01-17;CBRE;83.6
2024-01-18;CBRE;84.32
2024-01-19;CBRE;85.51
2024-01-22;CBRE;87.41
2024-01-23;CBRE;86.42
2024-01-24;CBRE;85.85
2024-01-25;CBRE;86.75
2024-01-26;CBRE;86.27
2024-01-29;CBRE;87.87
2024-01-30;CBRE;86.69
2024-01-31;CBRE;86.31
2024-02-01;CBRE;86.19
2024-02-02;CBRE;85
2024-02-05;CBRE;83.34
2024-02-06;CBRE;84.19
2024-02-07;CBRE;83.94
2024-02-08;CBRE;85.96
2024-02-09;CBRE;86.55
2024-02-12;CBRE;88.28
2024-02-13;CBRE;85.14
2024-02-14;CBRE;86.89
2024-02-15;CBRE;94.3
2024-02-16;CBRE;93.13
2024-02-20;CBRE;90.97
2024-02-21;CBRE;90.46
2024-02-22;CBRE;91.53
2024-02-23;CBRE;90.11
2024-02-26;CBRE;89.95
2024-02-27;CBRE;90.88
2024-02-28;CBRE;91.2
2024-02-29;CBRE;91.89
2024-03-01;CBRE;92.98
2024-03-04;CBRE;92.16
2024-03-05;CBRE;91.88
2024-03-06;CBRE;92.3
2024-03-07;CBRE;92.86
2024-03-08;CBRE;94.37
2024-03-11;CBRE;93.45
2024-03-12;CBRE;93.74
2024-03-13;CBRE;94.17
2024-03-14;CBRE;93.28
2024-03-15;CBRE;93.21
2024-03-18;CBRE;93.05
2024-03-19;CBRE;93.48
2024-03-20;CBRE;95.64
2024-03-21;CBRE;98.12
2024-03-22;CBRE;96.59
2024-03-25;CBRE;95.71
2024-03-26;CBRE;95.9
2024-03-27;CBRE;96.84
2024-03-28;CBRE;97.24
2024-01-02;CCI;113.16
2024-01-03;CCI;110.12
2024-01-04;CCI;110.62
2024-01-05;CCI;110.39
2024-01-08;CCI;111.36
2024-01-09;CCI;110.38
2024-01-10;CCI;110.05
2024-01-11;CCI;109.38
2024-01-12;CCI;109.37
2024-01-16;CCI;107.54
2024-01-17;CCI;105.28
2024-01-18;CCI;104.59
2024-01-19;CCI;104.77
2024-01-22;CCI;105.53
2024-01-23;CCI;104.75
2024-01-24;CCI;102.43
2024-01-25;CCI;107.52
2024-01-26;CCI;105.38
2024-01-29;CCI;105.72
2024-01-30;CCI;104.78
2024-01-31;CCI;105.04
2024-02-01;CCI;107.76
2024-02-02;CCI;105.11
2024-02-05;CCI;102.46
2024-02-06;CCI;104.47
2024-02-07;CCI;103.7
2024-02-08;CCI;104.31
2024-02-09;CCI;105.18
2024-02-12;CCI;104.98
2024-02-13;CCI;102.11
2024-02-14;CCI;102.66
2024-02-15;CCI;104.79
2024-02-16;CCI;105.01
2024-02-20;CCI;105.69
2024-02-21;CCI;104.49
2024-02-22;CCI;104.77
2024-02-23;CCI;105.47
2024-02-26;CCI;102.79
2024-02-27;CCI;102.51
2024-02-28;CCI;105.35
2024-02-29;CCI;106.68
2024-03-01;CCI;107.76
2024-03-04;CCI;109.45
2024-03-05;CCI;108.26
2024-03-06;CCI;108.74
2024-03-07;CCI;108.3
2024-03-08;CCI;109.57
2024-03-11;CCI;108.93
2024-03-12;CCI;107.68
2024-03-13;CCI;106.82
2024-03-14;CCI;104.53
2024-03-15;CCI;104.11
2024-03-18;CCI;102.71
2024-03-19;CCI;102.92
2024-03-20;CCI;102.88
2024-03-21;CCI;102.04
2024-03-22;CCI;101.19
2024-03-25;CCI;101.9
2024-03-26;CCI;100.33
2024-03-27;CCI;103.93
2024-03-28;CCI;104.17
2024-01-02;CCL;17.29
2024-01-03;CCL;16.35
2024-01-04;CCL;16.85
2024-01-05;CCL;17.33
2024-01-08;CCL;17.35
2024-01-09;CCL;17.38
2024-01-10;CCL;17.78
2024-01-11;CCL;17.53
2024-01-12;CCL;16.96
2024-01-16;CCL;17.03
2024-01-17;CCL;16.86
2024-01-18;CCL;17.28
2024-01-19;CCL;17.33
2024-01-22;CCL;16.64
2024-01-23;CCL;16.25
2024-01-24;CCL;16.08
2024-01-25;CCL;16.47
2024-01-26;CCL;15.83
2024-01-29;CCL;16.55
2024-01-30;CCL;16.47
2024-01-31;CCL;16.58
2024-02-01;CCL;16.8
2024-02-02;CCL;16.44
2024-02-05;CCL;15.83
2024-02-06;CCL;15.97
2024-02-07;CCL;15.72
2024-02-08;CCL;15.69
2024-02-09;CCL;15.31
2024-02-12;CCL;15.49
2024-02-13;CCL;15.12
2024-02-14;CCL;15.27
2024-02-15;CCL;15.22
2024-02-16;CCL;14.8
2024-02-20;CCL;14.76
2024-02-21;CCL;14.71
2024-02-22;CCL;15.21
2024-02-23;CCL;15.23
2024-02-26;CCL;14.78
2024-02-27;CCL;15.91
2024-02-28;CCL;15.47
2024-02-29;CCL;15.86
2024-03-01;CCL;16
2024-03-04;CCL;16.07
2024-03-05;CCL;15.89
2024-03-06;CCL;16.01
2024-03-07;CCL;15.66
2024-03-08;CCL;16.37
2024-03-11;CCL;16.23
2024-03-12;CCL;16.24
2024-03-13;CCL;16.65
2024-03-14;CCL;16.2
2024-03-15;CCL;16.26
2024-03-18;CCL;16.19
2024-03-19;CCL;16.08
2024-03-20;CCL;16.85
2024-03-21;CCL;17.02
2024-03-22;CCL;17.08
2024-03-25;CCL;17.11
2024-03-26;CCL;17.03
2024-03-27;CCL;17.19
2024-03-28;CCL;16.34
2024-01-02;CDNS;262.9
2024-01-03;CDNS;257.28
2024-01-04;CDNS;255.92
2024-01-05;CDNS;252.71
2024-01-08;CDNS;261.91
2024-01-09;CDNS;261.75
2024-01-10;CDNS;263.26
2024-01-11;CDNS;266.79
2024-01-12;CDNS;268.5
2024-01-16;CDNS;277.56
2024-01-17;CDNS;275.39
2024-01-18;CDNS;279.01
2024-01-19;CDNS;292.14
2024-01-22;CDNS;295.73
2024-01-23;CDNS;295.54
2024-01-24;CDNS;294.91
2024-01-25;CDNS;291.19
2024-01-26;CDNS;290.73
2024-01-29;CDNS;294.37
2024-01-30;CDNS;294.62
2024-01-31;CDNS;288.46
2024-02-01;CDNS;290.52
2024-02-02;CDNS;296.55
2024-02-05;CDNS;296.65
2024-02-06;CDNS;292.8
2024-02-07;CDNS;300.73
2024-02-08;CDNS;307.36
2024-02-09;CDNS;311.94
2024-02-12;CDNS;306.58
2024-02-13;CDNS;294.33
2024-02-14;CDNS;300.74
2024-02-15;CDNS;295.67
2024-02-16;CDNS;290.3
2024-02-20;CDNS;292.07
2024-02-21;CDNS;290.76
2024-02-22;CDNS;305.57
2024-02-23;CDNS;303.53
2024-02-26;CDNS;303.69
2024-02-27;CDNS;300.01
2024-02-28;CDNS;300.58
2024-02-29;CDNS;304.38
2024-03-01;CDNS;315.24
2024-03-04;CDNS;317.31
2024-03-05;CDNS;307.7
2024-03-06;CDNS;312.65
2024-03-07;CDNS;318.04
2024-03-08;CDNS;308.6
2024-03-11;CDNS;305.74
2024-03-12;CDNS;311.28
2024-03-13;CDNS;306.21
2024-03-14;CDNS;306.24
2024-03-15;CDNS;298.44
2024-03-18;CDNS;300.93
2024-03-19;CDNS;311.85
2024-03-20;CDNS;316.86
2024-03-21;CDNS;322.8
2024-03-22;CDNS;322.74
2024-03-25;CDNS;316.21
2024-03-26;CDNS;316.01
2024-03-27;CDNS;311.34
2024-03-28;CDNS;311.28
2024-01-02;CDW;219.54
2024-01-03;CDW;216.19
2024-01-04;CDW;213.98
2024-01-05;CDW;212.94
2024-01-08;CDW;217.09
2024-01-09;CDW;217.06
2024-01-10;CDW;219.14
2024-01-11;CDW;220.04
2024-01-12;CDW;218.02
2024-01-16;CDW;219.59
2024-01-17;CDW;217.95
2024-01-18;CDW;223.88
2024-01-19;CDW;225.3
2024-01-22;CDW;225.75
2024-01-23;CDW;223.66
2024-01-24;CDW;225.17
2024-01-25;CDW;227.82
2024-01-26;CDW;228.51
2024-01-29;CDW;227.94
2024-01-30;CDW;229.04
2024-01-31;CDW;225.56
2024-02-01;CDW;228.9
2024-02-02;CDW;231.47
2024-02-05;CDW;229.55
2024-02-06;CDW;229.32
2024-02-07;CDW;236.38
2024-02-08;CDW;242.71
2024-02-09;CDW;243.97
2024-02-12;CDW;240.76
2024-02-13;CDW;236.25
2024-02-14;CDW;238.25
2024-02-15;CDW;241.51
2024-02-16;CDW;240.13
2024-02-20;CDW;240.55
2024-02-21;CDW;240.1
2024-02-22;CDW;246.29
2024-02-23;CDW;246.46
2024-02-26;CDW;245.58
2024-02-27;CDW;243.63
2024-02-28;CDW;244.27
2024-02-29;CDW;245.56
2024-03-01;CDW;246.67
2024-03-04;CDW;246.02
2024-03-05;CDW;244.33
2024-03-06;CDW;246.54
2024-03-07;CDW;247.69
2024-03-08;CDW;247.3
2024-03-11;CDW;247.29
2024-03-12;CDW;249.21
2024-03-13;CDW;247.98
2024-03-14;CDW;245.83
2024-03-15;CDW;244.87
2024-03-18;CDW;244.38
2024-03-19;CDW;247.35
2024-03-20;CDW;250.14
2024-03-21;CDW;254.14
2024-03-22;CDW;255
2024-03-25;CDW;253.18
2024-03-26;CDW;253.45
2024-03-27;CDW;257.19
2024-03-28;CDW;255.11
2024-01-02;CE;153.31
2024-01-03;CE;148.87
2024-01-04;CE;148.38
2024-01-05;CE;148.76
2024-01-08;CE;147.8
2024-01-09;CE;146.25
2024-01-10;CE;147.63
2024-01-11;CE;146.03
2024-01-12;CE;146.02
2024-01-16;CE;143.24
2024-01-17;CE;141.51
2024-01-18;CE;144.25
2024-01-19;CE;143.81
2024-01-22;CE;143.95
2024-01-23;CE;144.97
2024-01-24;CE;141.99
2024-01-25;CE;144.04
2024-01-26;CE;144.81
2024-01-29;CE;146.18
2024-01-30;CE;149.02
2024-01-31;CE;144.95
2024-02-01;CE;146.55
2024-02-02;CE;145.63
2024-02-05;CE;143.18
2024-02-06;CE;146.52
2024-02-07;CE;147.65
2024-02-08;CE;147.54
2024-02-09;CE;147.56
2024-02-12;CE;150.28
2024-02-13;CE;144.18
2024-02-14;CE;146.8
2024-02-15;CE;150.71
2024-02-16;CE;150.37
2024-02-20;CE;148.69
2024-02-21;CE;149.7
2024-02-22;CE;148.86
2024-02-23;CE;148.7
2024-02-26;CE;149.45
2024-02-27;CE;148.91
2024-02-28;CE;148.74
2024-02-29;CE;151.28
2024-03-01;CE;152.76
2024-03-04;CE;154.19
2024-03-05;CE;150.92
2024-03-06;CE;150.8
2024-03-07;CE;155.95
2024-03-08;CE;154.78
2024-03-11;CE;156.71
2024-03-12;CE;155.85
2024-03-13;CE;157.13
2024-03-14;CE;157.04
2024-03-15;CE;159.32
2024-03-18;CE;161.57
2024-03-19;CE;161.41
2024-03-20;CE;164.7
2024-03-21;CE;167.57
2024-03-22;CE;164.66
2024-03-25;CE;167.15
2024-03-26;CE;165.67
2024-03-27;CE;168.87
2024-03-28;CE;171.08
2024-01-02;CEG;114.85
2024-01-03;CEG;115.45
2024-01-04;CEG;114.96
2024-01-05;CEG;115.83
2024-01-08;CEG;116.62
2024-01-09;CEG;116.08
2024-01-10;CEG;115.45
2024-01-11;CEG;112.52
2024-01-12;CEG;112.52
2024-01-16;CEG;111.42
2024-01-17;CEG;111.53
2024-01-18;CEG;111.02
2024-01-19;CEG;114.05
2024-01-22;CEG;116.8
2024-01-23;CEG;118.28
2024-01-24;CEG;115.27
2024-01-25;CEG;120.13
2024-01-26;CEG;120.85
2024-01-29;CEG;120.59
2024-01-30;CEG;121.46
2024-01-31;CEG;121.57
2024-02-01;CEG;127.19
2024-02-02;CEG;129.26
2024-02-05;CEG;126.59
2024-02-06;CEG;130.55
2024-02-07;CEG;132.04
2024-02-08;CEG;130.26
2024-02-09;CEG;131.71
2024-02-12;CEG;128.06
2024-02-13;CEG;127.46
2024-02-14;CEG;128.22
2024-02-15;CEG;131.04
2024-02-16;CEG;130.7
2024-02-20;CEG;131.34
2024-02-21;CEG;130.94
2024-02-22;CEG;132.93
2024-02-23;CEG;133.52
2024-02-26;CEG;132.76
2024-02-27;CEG;155.22
2024-02-28;CEG;170.23
2024-02-29;CEG;167.86
2024-03-01;CEG;169.4
2024-03-04;CEG;175.38
2024-03-05;CEG;176.15
2024-03-06;CEG;179.35
2024-03-07;CEG;179.31
2024-03-08;CEG;170.31
2024-03-11;CEG;167.65
2024-03-12;CEG;168.11
2024-03-13;CEG;167.6
2024-03-14;CEG;164.39
2024-03-15;CEG;165.27
2024-03-18;CEG;168.58
2024-03-19;CEG;172.15
2024-03-20;CEG;175.44
2024-03-21;CEG;173.86
2024-03-22;CEG;177.97
2024-03-25;CEG;186.97
2024-03-26;CEG;185.13
2024-03-27;CEG;184.61
2024-03-28;CEG;184.57
2024-01-02;CF;81.08
2024-01-03;CF;82.16
2024-01-04;CF;80.61
2024-01-05;CF;80.61
2024-01-08;CF;78.68
2024-01-09;CF;77.87
2024-01-10;CF;77.57
2024-01-11;CF;78.27
2024-01-12;CF;76.69
2024-01-16;CF;75.68
2024-01-17;CF;74.73
2024-01-18;CF;74.53
2024-01-19;CF;74.5
2024-01-22;CF;74.48
2024-01-23;CF;75.57
2024-01-24;CF;76.27
2024-01-25;CF;76.45
2024-01-26;CF;76.99
2024-01-29;CF;76.99
2024-01-30;CF;76.9
2024-01-31;CF;75.02
2024-02-01;CF;76.34
2024-02-02;CF;76.02
2024-02-05;CF;75.61
2024-02-06;CF;75.65
2024-02-07;CF;75.86
2024-02-08;CF;76.01
2024-02-09;CF;77.57
2024-02-12;CF;78.35
2024-02-13;CF;76.52
2024-02-14;CF;77.58
2024-02-15;CF;76.8
2024-02-16;CF;77.7
2024-02-20;CF;77.19
2024-02-21;CF;77.77
2024-02-22;CF;79.7
2024-02-23;CF;80.41
2024-02-26;CF;80.44
2024-02-27;CF;79.78
2024-02-28;CF;79.9
2024-02-29;CF;80.72
2024-03-01;CF;82.5
2024-03-04;CF;79.86
2024-03-05;CF;79.52
2024-03-06;CF;81.58
2024-03-07;CF;83.88
2024-03-08;CF;84.34
2024-03-11;CF;85.07
2024-03-12;CF;85.41
2024-03-13;CF;84.68
2024-03-14;CF;83.87
2024-03-15;CF;83.42
2024-03-18;CF;85.98
2024-03-19;CF;86.29
2024-03-20;CF;86.14
2024-03-21;CF;85.65
2024-03-22;CF;83.66
2024-03-25;CF;83.01
2024-03-26;CF;81.81
2024-03-27;CF;82.61
2024-03-28;CF;83.21
2024-01-02;CFG;32.7
2024-01-03;CFG;31.36
2024-01-04;CFG;31.54
2024-01-05;CFG;32.57
2024-01-08;CFG;32.79
2024-01-09;CFG;32.53
2024-01-10;CFG;32.57
2024-01-11;CFG;31.82
2024-01-12;CFG;30.88
2024-01-16;CFG;30.45
2024-01-17;CFG;30.96
2024-01-18;CFG;30.84
2024-01-19;CFG;31.8
2024-01-22;CFG;32.37
2024-01-23;CFG;32.28
2024-01-24;CFG;32.87
2024-01-25;CFG;32.79
2024-01-26;CFG;32.78
2024-01-29;CFG;33.43
2024-01-30;CFG;33.9
2024-01-31;CFG;32.31
2024-02-01;CFG;30.81
2024-02-02;CFG;31.68
2024-02-05;CFG;31.17
2024-02-06;CFG;31.16
2024-02-07;CFG;30.93
2024-02-08;CFG;30.99
2024-02-09;CFG;31.12
2024-02-12;CFG;31.83
2024-02-13;CFG;30.38
2024-02-14;CFG;30.93
2024-02-15;CFG;31.36
2024-02-16;CFG;31.18
2024-02-20;CFG;30.99
2024-02-21;CFG;30.82
2024-02-22;CFG;30.71
2024-02-23;CFG;30.78
2024-02-26;CFG;30.06
2024-02-27;CFG;30.59
2024-02-28;CFG;30.37
2024-02-29;CFG;31.01
2024-03-01;CFG;31.25
2024-03-04;CFG;31.55
2024-03-05;CFG;33.2
2024-03-06;CFG;33.16
2024-03-07;CFG;33.48
2024-03-08;CFG;33.91
2024-03-11;CFG;33.83
2024-03-12;CFG;33.61
2024-03-13;CFG;33.89
2024-03-14;CFG;32.76
2024-03-15;CFG;33.09
2024-03-18;CFG;33.28
2024-03-19;CFG;33.12
2024-03-20;CFG;34.42
2024-03-21;CFG;35.28
2024-03-22;CFG;34.73
2024-03-25;CFG;34.87
2024-03-26;CFG;34.4
2024-03-27;CFG;35.39
2024-03-28;CFG;35.85
2024-01-02;CHD;94.3
2024-01-03;CHD;93.68
2024-01-04;CHD;94.25
2024-01-05;CHD;93.6
2024-01-08;CHD;94.1
2024-01-09;CHD;95.7
2024-01-10;CHD;96.2
2024-01-11;CHD;97.26
2024-01-12;CHD;97.37
2024-01-16;CHD;97.88
2024-01-17;CHD;98.41
2024-01-18;CHD;97.55
2024-01-19;CHD;96.65
2024-01-22;CHD;97.34
2024-01-23;CHD;99.22
2024-01-24;CHD;96.82
2024-01-25;CHD;97.79
2024-01-26;CHD;98.83
2024-01-29;CHD;99.31
2024-01-30;CHD;100.21
2024-01-31;CHD;99.56
2024-02-01;CHD;101.48
2024-02-02;CHD;99.08
2024-02-05;CHD;99.89
2024-02-06;CHD;99.87
2024-02-07;CHD;100.46
2024-02-08;CHD;99.65
2024-02-09;CHD;98.54
2024-02-12;CHD;98.29
2024-02-13;CHD;97.6
2024-02-14;CHD;97
2024-02-15;CHD;97.39
2024-02-16;CHD;97.78
2024-02-20;CHD;98.05
2024-02-21;CHD;98.61
2024-02-22;CHD;99.64
2024-02-23;CHD;100.4
2024-02-26;CHD;100.42
2024-02-27;CHD;99.89
2024-02-28;CHD;100.12
2024-02-29;CHD;100.12
2024-03-01;CHD;100.28
2024-03-04;CHD;100.94
2024-03-05;CHD;101.91
2024-03-06;CHD;102.44
2024-03-07;CHD;104.12
2024-03-08;CHD;104.12
2024-03-11;CHD;103.85
2024-03-12;CHD;104.5
2024-03-13;CHD;105.42
2024-03-14;CHD;104.38
2024-03-15;CHD;104.34
2024-03-18;CHD;104.26
2024-03-19;CHD;104.86
2024-03-20;CHD;103.01
2024-03-21;CHD;103.88
2024-03-22;CHD;104.6
2024-03-25;CHD;102.99
2024-03-26;CHD;102.84
2024-03-27;CHD;104.21
2024-03-28;CHD;104.31
2024-01-02;CHRW;85.82
2024-01-03;CHRW;86.02
2024-01-04;CHRW;86.88
2024-01-05;CHRW;87.25
2024-01-08;CHRW;86.27
2024-01-09;CHRW;85.31
2024-01-10;CHRW;85.87
2024-01-11;CHRW;85.69
2024-01-12;CHRW;85.56
2024-01-16;CHRW;84.52
2024-01-17;CHRW;83.66
2024-01-18;CHRW;84.28
2024-01-19;CHRW;84.95
2024-01-22;CHRW;85.82
2024-01-23;CHRW;85.98
2024-01-24;CHRW;84.28
2024-01-25;CHRW;85.61
2024-01-26;CHRW;86.07
2024-01-29;CHRW;84.54
2024-01-30;CHRW;84.61
2024-01-31;CHRW;82.82
2024-02-01;CHRW;72.39
2024-02-02;CHRW;73.01
2024-02-05;CHRW;72.92
2024-02-06;CHRW;73.4
2024-02-07;CHRW;72.55
2024-02-08;CHRW;73.53
2024-02-09;CHRW;73.54
2024-02-12;CHRW;74.62
2024-02-13;CHRW;72.97
2024-02-14;CHRW;72.73
2024-02-15;CHRW;72.59
2024-02-16;CHRW;71.16
2024-02-20;CHRW;70.56
2024-02-21;CHRW;71.41
2024-02-22;CHRW;72.54
2024-02-23;CHRW;72.24
2024-02-26;CHRW;72.32
2024-02-27;CHRW;73.1
2024-02-28;CHRW;73.27
2024-02-29;CHRW;73.57
2024-03-01;CHRW;73.37
2024-03-04;CHRW;69.96
2024-03-05;CHRW;69.17
2024-03-06;CHRW;71.46
2024-03-07;CHRW;72.11
2024-03-08;CHRW;71.95
2024-03-11;CHRW;74.48
2024-03-12;CHRW;75.15
2024-03-13;CHRW;74.79
2024-03-14;CHRW;74.38
2024-03-15;CHRW;73.43
2024-03-18;CHRW;72.87
2024-03-19;CHRW;73.55
2024-03-20;CHRW;73.44
2024-03-21;CHRW;73.83
2024-03-22;CHRW;73.95
2024-03-25;CHRW;74.3
2024-03-26;CHRW;72.32
2024-03-27;CHRW;73.8
2024-03-28;CHRW;75.61
2024-01-02;CHTR;391.51
2024-01-03;CHTR;386.67
2024-01-04;CHTR;375.75
2024-01-05;CHTR;372.2
2024-01-08;CHTR;378.87
2024-01-09;CHTR;368.61
2024-01-10;CHTR;367
2024-01-11;CHTR;367.62
2024-01-12;CHTR;364.9
2024-01-16;CHTR;368.34
2024-01-17;CHTR;359.24
2024-01-18;CHTR;364.55
2024-01-19;CHTR;371.1
2024-01-22;CHTR;373.15
2024-01-23;CHTR;378.64
2024-01-24;CHTR;371.39
2024-01-25;CHTR;369.07
2024-01-26;CHTR;377.07
2024-01-29;CHTR;380.83
2024-01-30;CHTR;376.98
2024-01-31;CHTR;370.71
2024-02-01;CHTR;382.34
2024-02-02;CHTR;319.21
2024-02-05;CHTR;303.65
2024-02-06;CHTR;290.28
2024-02-07;CHTR;283.67
2024-02-08;CHTR;282.6
2024-02-09;CHTR;291.15
2024-02-12;CHTR;297.91
2024-02-13;CHTR;292.65
2024-02-14;CHTR;287.28
2024-02-15;CHTR;294.14
2024-02-16;CHTR;293
2024-02-20;CHTR;295.13
2024-02-21;CHTR;287.3
2024-02-22;CHTR;297
2024-02-23;CHTR;299.42
2024-02-26;CHTR;292.64
2024-02-27;CHTR;290
2024-02-28;CHTR;288.34
2024-02-29;CHTR;293.93
2024-03-01;CHTR;293.16
2024-03-04;CHTR;279.06
2024-03-05;CHTR;280.85
2024-03-06;CHTR;276.33
2024-03-07;CHTR;282
2024-03-08;CHTR;283.78
2024-03-11;CHTR;298.25
2024-03-12;CHTR;294.7
2024-03-13;CHTR;298.4
2024-03-14;CHTR;297
2024-03-15;CHTR;290.65
2024-03-18;CHTR;296.18
2024-03-19;CHTR;298.58
2024-03-20;CHTR;295.3
2024-03-21;CHTR;294.61
2024-03-22;CHTR;290.6
2024-03-25;CHTR;290.6
2024-03-26;CHTR;287.89
2024-03-27;CHTR;293.51
2024-03-28;CHTR;290.63
2024-01-02;CI;307.55
2024-01-03;CI;301.16
2024-01-04;CI;303.7
2024-01-05;CI;311.01
2024-01-08;CI;311.05
2024-01-09;CI;310.29
2024-01-10;CI;305.18
2024-01-11;CI;304.86
2024-01-12;CI;302.5
2024-01-16;CI;304.41
2024-01-17;CI;305.94
2024-01-18;CI;306.53
2024-01-19;CI;299.57
2024-01-22;CI;302.52
2024-01-23;CI;301.89
2024-01-24;CI;301.99
2024-01-25;CI;296.11
2024-01-26;CI;295.37
2024-01-29;CI;296.42
2024-01-30;CI;296.49
2024-01-31;CI;298.47
2024-02-01;CI;304.79
2024-02-02;CI;321.17
2024-02-05;CI;318.62
2024-02-06;CI;324.88
2024-02-07;CI;327.83
2024-02-08;CI;329.55
2024-02-09;CI;332.17
2024-02-12;CI;334.47
2024-02-13;CI;334.64
2024-02-14;CI;335.82
2024-02-15;CI;336.41
2024-02-16;CI;338.28
2024-02-20;CI;338.54
2024-02-21;CI;340.55
2024-02-22;CI;339.34
2024-02-23;CI;341.4
2024-02-26;CI;339.49
2024-02-27;CI;337.93
2024-02-28;CI;332.37
2024-02-29;CI;333.37
2024-03-01;CI;330.22
2024-03-04;CI;334.03
2024-03-05;CI;331.37
2024-03-06;CI;338.43
2024-03-07;CI;341.33
2024-03-08;CI;340.39
2024-03-11;CI;340.87
2024-03-12;CI;342.53
2024-03-13;CI;347.29
2024-03-14;CI;348.08
2024-03-15;CI;350.61
2024-03-18;CI;351.18
2024-03-19;CI;350.93
2024-03-20;CI;352.38
2024-03-21;CI;352.27
2024-03-22;CI;350.34
2024-03-25;CI;354.09
2024-03-26;CI;356.26
2024-03-27;CI;361.85
2024-03-28;CI;361.7
2024-01-02;CINF;105.16
2024-01-03;CINF;104.53
2024-01-04;CINF;105.88
2024-01-05;CINF;106.63
2024-01-08;CINF;106.76
2024-01-09;CINF;105.79
2024-01-10;CINF;106.69
2024-01-11;CINF;107.54
2024-01-12;CINF;106.64
2024-01-16;CINF;106.57
2024-01-17;CINF;106.58
2024-01-18;CINF;107.54
2024-01-19;CINF;110.54
2024-01-22;CINF;111.19
2024-01-23;CINF;111
2024-01-24;CINF;112.19
2024-01-25;CINF;111.54
2024-01-26;CINF;111.45
2024-01-29;CINF;111.17
2024-01-30;CINF;111.27
2024-01-31;CINF;110.05
2024-02-01;CINF;109.82
2024-02-02;CINF;111.46
2024-02-05;CINF;111.01
2024-02-06;CINF;111.34
2024-02-07;CINF;106.31
2024-02-08;CINF;106.87
2024-02-09;CINF;108.15
2024-02-12;CINF;109.78
2024-02-13;CINF;108.88
2024-02-14;CINF;110.19
2024-02-15;CINF;111.65
2024-02-16;CINF;111.1
2024-02-20;CINF;110.19
2024-02-21;CINF;110.5
2024-02-22;CINF;111.35
2024-02-23;CINF;112.05
2024-02-26;CINF;111.48
2024-02-27;CINF;112.55
2024-02-28;CINF;112.93
2024-02-29;CINF;113.23
2024-03-01;CINF;112.77
2024-03-04;CINF;111.66
2024-03-05;CINF;111.2
2024-03-06;CINF;116.99
