Date;Symbol;Clos
2024-03-05;LH;215.36
2024-03-06;LH;217
2024-03-07;LH;217.56
2024-03-08;LH;216.71
2024-03-11;LH;217.73
2024-03-12;LH;216.07
2024-03-13;LH;214.96
2024-03-14;LH;208.25
2024-03-15;LH;208.45
2024-03-18;LH;208.77
2024-03-19;LH;210.2
2024-03-20;LH;208.6
2024-03-21;LH;210.52
2024-03-22;LH;212.48
2024-03-25;LH;212.97
2024-03-26;LH;212.74
2024-03-27;LH;215.78
2024-03-28;LH;217.66
2024-01-02;LHX;207.58
2024-01-03;LHX;207.62
2024-01-04;LHX;205.36
2024-01-05;LHX;203.06
2024-01-08;LHX;204.24
2024-01-09;LHX;201.37
2024-01-10;LHX;201.34
2024-01-11;LHX;200.8
2024-01-12;LHX;205.62
2024-01-16;LHX;202.94
2024-01-17;LHX;202.4
2024-01-18;LHX;203.58
2024-01-19;LHX;202.68
2024-01-22;LHX;204.65
2024-01-23;LHX;203.93
2024-01-24;LHX;202.11
2024-01-25;LHX;202.5
2024-01-26;LHX;207.02
2024-01-29;LHX;208.05
2024-01-30;LHX;208.51
2024-01-31;LHX;206.24
2024-02-01;LHX;207.29
2024-02-02;LHX;204.83
2024-02-05;LHX;204.97
2024-02-06;LHX;205.54
2024-02-07;LHX;207.37
2024-02-08;LHX;207.11
2024-02-09;LHX;207.64
2024-02-12;LHX;209.05
2024-02-13;LHX;205.8
2024-02-14;LHX;207.98
2024-02-15;LHX;209.07
2024-02-16;LHX;209.76
2024-02-20;LHX;209.61
2024-02-21;LHX;211.56
2024-02-22;LHX;211.19
2024-02-23;LHX;212.2
2024-02-26;LHX;209.52
2024-02-27;LHX;209.52
2024-02-28;LHX;210.96
2024-02-29;LHX;209.44
2024-03-01;LHX;207.61
2024-03-04;LHX;213.7
2024-03-05;LHX;211.59
2024-03-06;LHX;213.34
2024-03-07;LHX;211.93
2024-03-08;LHX;213.5
2024-03-11;LHX;213.51
2024-03-12;LHX;212.51
2024-03-13;LHX;214.62
2024-03-14;LHX;212.27
2024-03-15;LHX;211.77
2024-03-18;LHX;209.85
2024-03-19;LHX;210.34
2024-03-20;LHX;211.16
2024-03-21;LHX;212.06
2024-03-22;LHX;210.86
2024-03-25;LHX;210.61
2024-03-26;LHX;210.05
2024-03-27;LHX;211.41
2024-03-28;LHX;212.01
2024-01-02;LIN;407.07
2024-01-03;LIN;406.2
2024-01-04;LIN;406.08
2024-01-05;LIN;406.61
2024-01-08;LIN;405.78
2024-01-09;LIN;404.19
2024-01-10;LIN;403.39
2024-01-11;LIN;403.47
2024-01-12;LIN;406.41
2024-01-16;LIN;404.15
2024-01-17;LIN;404.25
2024-01-18;LIN;405.35
2024-01-19;LIN;404.88
2024-01-22;LIN;403.97
2024-01-23;LIN;405.39
2024-01-24;LIN;398.82
2024-01-25;LIN;400.99
2024-01-26;LIN;401.56
2024-01-29;LIN;403.12
2024-01-30;LIN;405.35
2024-01-31;LIN;402.34
2024-02-01;LIN;406.14
2024-02-02;LIN;404.59
2024-02-05;LIN;398.17
2024-02-06;LIN;413.01
2024-02-07;LIN;414.27
2024-02-08;LIN;411.46
2024-02-09;LIN;416.85
2024-02-12;LIN;417.03
2024-02-13;LIN;413.69
2024-02-14;LIN;415.83
2024-02-15;LIN;426.06
2024-02-16;LIN;428.98
2024-02-20;LIN;433.28
2024-02-21;LIN;436.76
2024-02-22;LIN;444.29
2024-02-23;LIN;444.81
2024-02-26;LIN;442.21
2024-02-27;LIN;442.07
2024-02-28;LIN;448.43
2024-02-29;LIN;446.06
2024-03-01;LIN;446.45
2024-03-04;LIN;452.8
2024-03-05;LIN;458.13
2024-03-06;LIN;460.76
2024-03-07;LIN;462.43
2024-03-08;LIN;459.71
2024-03-11;LIN;466.6
2024-03-12;LIN;468.58
2024-03-13;LIN;473.37
2024-03-14;LIN;472.42
2024-03-15;LIN;466.73
2024-03-18;LIN;464.62
2024-03-19;LIN;465.24
2024-03-20;LIN;465.3
2024-03-21;LIN;464.81
2024-03-22;LIN;466.74
2024-03-25;LIN;465.41
2024-03-26;LIN;466.05
2024-03-27;LIN;464.74
2024-03-28;LIN;462.83
2024-01-02;LKQ;47.01
2024-01-03;LKQ;46.36
2024-01-04;LKQ;46.28
2024-01-05;LKQ;46.85
2024-01-08;LKQ;47.36
2024-01-09;LKQ;46.59
2024-01-10;LKQ;46.75
2024-01-11;LKQ;46.79
2024-01-12;LKQ;46.77
2024-01-16;LKQ;47.15
2024-01-17;LKQ;46.78
2024-01-18;LKQ;47.01
2024-01-19;LKQ;47.11
2024-01-22;LKQ;48.01
2024-01-23;LKQ;47.64
2024-01-24;LKQ;47.19
2024-01-25;LKQ;47.24
2024-01-26;LKQ;47.37
2024-01-29;LKQ;47.41
2024-01-30;LKQ;47.26
2024-01-31;LKQ;46.4
2024-02-01;LKQ;47.46
2024-02-02;LKQ;47.03
2024-02-05;LKQ;46.06
2024-02-06;LKQ;46.85
2024-02-07;LKQ;47.3
2024-02-08;LKQ;47.27
2024-02-09;LKQ;47.66
2024-02-12;LKQ;48.89
2024-02-13;LKQ;47.81
2024-02-14;LKQ;48.57
2024-02-15;LKQ;48.89
2024-02-16;LKQ;49.75
2024-02-20;LKQ;49.57
2024-02-21;LKQ;50.03
2024-02-22;LKQ;51.56
2024-02-23;LKQ;51.88
2024-02-26;LKQ;52.14
2024-02-27;LKQ;52.62
2024-02-28;LKQ;52.47
2024-02-29;LKQ;51.99
2024-03-01;LKQ;51.68
2024-03-04;LKQ;51.79
2024-03-05;LKQ;51.52
2024-03-06;LKQ;51.21
2024-03-07;LKQ;51.18
2024-03-08;LKQ;51.12
2024-03-11;LKQ;51.44
2024-03-12;LKQ;51.6
2024-03-13;LKQ;51.83
2024-03-14;LKQ;51.38
2024-03-15;LKQ;51.51
2024-03-18;LKQ;51.22
2024-03-19;LKQ;51.68
2024-03-20;LKQ;52.3
2024-03-21;LKQ;52.94
2024-03-22;LKQ;52.78
2024-03-25;LKQ;52.23
2024-03-26;LKQ;52.12
2024-03-27;LKQ;53.15
2024-03-28;LKQ;53.41
2024-01-02;LLY;591.16
2024-01-03;LLY;616.62
2024-01-04;LLY;613.42
2024-01-05;LLY;617.47
2024-01-08;LLY;624.93
2024-01-09;LLY;624.39
2024-01-10;LLY;629.09
2024-01-11;LLY;634.61
2024-01-12;LLY;641.8
2024-01-16;LLY;633.46
2024-01-17;LLY;627.81
2024-01-18;LLY;622.26
2024-01-19;LLY;627.48
2024-01-22;LLY;629.78
2024-01-23;LLY;628.58
2024-01-24;LLY;632.59
2024-01-25;LLY;626.52
2024-01-26;LLY;638.13
2024-01-29;LLY;643.87
2024-01-30;LLY;643.85
2024-01-31;LLY;644.48
2024-02-01;LLY;659.27
2024-02-02;LLY;666.48
2024-02-05;LLY;704.96
2024-02-06;LLY;703.8
2024-02-07;LLY;724.11
2024-02-08;LLY;734.39
2024-02-09;LLY;738.86
2024-02-12;LLY;735.97
2024-02-13;LLY;741.67
2024-02-14;LLY;757.31
2024-02-15;LLY;757.78
2024-02-16;LLY;782.06
2024-02-20;LLY;755.66
2024-02-21;LLY;745.91
2024-02-22;LLY;769.64
2024-02-23;LLY;769.54
2024-02-26;LLY;771.92
2024-02-27;LLY;765
2024-02-28;LLY;757.64
2024-02-29;LLY;753.68
2024-03-01;LLY;782.12
2024-03-04;LLY;792.28
2024-03-05;LLY;777.59
2024-03-06;LLY;779.77
2024-03-07;LLY;780.16
2024-03-08;LLY;762.14
2024-03-11;LLY;734.37
2024-03-12;LLY;754.95
2024-03-13;LLY;757.84
2024-03-14;LLY;760.73
2024-03-15;LLY;754.17
2024-03-18;LLY;762.66
2024-03-19;LLY;772.78
2024-03-20;LLY;772.86
2024-03-21;LLY;770.26
2024-03-22;LLY;770.61
2024-03-25;LLY;773.14
2024-03-26;LLY;774.9
2024-03-27;LLY;778.18
2024-03-28;LLY;777.96
2024-01-02;LMT;449.77
2024-01-03;LMT;452.72
2024-01-04;LMT;451.49
2024-01-05;LMT;450.14
2024-01-08;LMT;452.21
2024-01-09;LMT;449.93
2024-01-10;LMT;449.06
2024-01-11;LMT;446.82
2024-01-12;LMT;456.73
2024-01-16;LMT;451.46
2024-01-17;LMT;450.11
2024-01-18;LMT;453.17
2024-01-19;LMT;451.38
2024-01-22;LMT;452.37
2024-01-23;LMT;433.54
2024-01-24;LMT;425.64
2024-01-25;LMT;425.03
2024-01-26;LMT;423.92
2024-01-29;LMT;422.05
2024-01-30;LMT;425.67
2024-01-31;LMT;423.43
2024-02-01;LMT;423.78
2024-02-02;LMT;420.04
2024-02-05;LMT;415.82
2024-02-06;LMT;421
2024-02-07;LMT;424.11
2024-02-08;LMT;421.05
2024-02-09;LMT;420.56
2024-02-12;LMT;422.11
2024-02-13;LMT;420.58
2024-02-14;LMT;412.36
2024-02-15;LMT;417.23
2024-02-16;LMT;418.16
2024-02-20;LMT;418.36
2024-02-21;LMT;421.59
2024-02-22;LMT;422.91
2024-02-23;LMT;425.11
2024-02-26;LMT;423.2
2024-02-27;LMT;424.43
2024-02-28;LMT;426.45
2024-02-29;LMT;425.37
2024-03-01;LMT;423.6
2024-03-04;LMT;429.05
2024-03-05;LMT;429.09
2024-03-06;LMT;430.58
2024-03-07;LMT;427.11
2024-03-08;LMT;430
2024-03-11;LMT;431.84
2024-03-12;LMT;432
2024-03-13;LMT;431.69
2024-03-14;LMT;432.85
2024-03-15;LMT;432.9
2024-03-18;LMT;430.3
2024-03-19;LMT;434.26
2024-03-20;LMT;437.46
2024-03-21;LMT;440.19
2024-03-22;LMT;442.89
2024-03-25;LMT;443.32
2024-03-26;LMT;443
2024-03-27;LMT;453.72
2024-03-28;LMT;451.82
2024-01-02;LNC;26.5
2024-01-03;LNC;25.61
2024-01-04;LNC;26.04
2024-01-05;LNC;27.29
2024-01-08;LNC;27.68
2024-01-09;LNC;27.23
2024-01-10;LNC;27.84
2024-01-11;LNC;27.35
2024-01-12;LNC;27.38
2024-01-16;LNC;26.72
2024-01-17;LNC;26.46
2024-01-18;LNC;26.58
2024-01-19;LNC;27.1
2024-01-22;LNC;27.65
2024-01-23;LNC;27.63
2024-01-24;LNC;27.44
2024-01-25;LNC;27.77
2024-01-26;LNC;27.98
2024-01-29;LNC;27.94
2024-01-30;LNC;28.13
2024-01-31;LNC;27.05
2024-02-01;LNC;26.15
2024-02-02;LNC;26.3
2024-02-05;LNC;26.21
2024-02-06;LNC;26.43
2024-02-07;LNC;26.69
2024-02-08;LNC;26.03
2024-02-09;LNC;25.27
2024-02-12;LNC;26.95
2024-02-13;LNC;26.44
2024-02-14;LNC;26.84
2024-02-15;LNC;27.55
2024-02-16;LNC;26.95
2024-02-20;LNC;26.76
2024-02-21;LNC;26.59
2024-02-22;LNC;26.66
2024-02-23;LNC;26.94
2024-02-26;LNC;26.51
2024-02-27;LNC;27.29
2024-02-28;LNC;26.84
2024-02-29;LNC;27.14
2024-03-01;LNC;27.3
2024-03-04;LNC;25.54
2024-03-05;LNC;25.96
2024-03-06;LNC;26.41
2024-03-07;LNC;26.52
2024-03-08;LNC;26.68
2024-03-11;LNC;26.79
2024-03-12;LNC;26.38
2024-03-13;LNC;26.94
2024-03-14;LNC;26.42
2024-03-15;LNC;26.7
2024-03-18;LNC;26.77
2024-03-19;LNC;26.91
2024-03-20;LNC;27.76
2024-03-21;LNC;29.57
2024-03-22;LNC;29.04
2024-03-25;LNC;29.44
2024-03-26;LNC;30.01
2024-03-27;LNC;31.61
2024-03-28;LNC;31.46
2024-01-02;LNT;50.88
2024-01-03;LNT;50.76
2024-01-04;LNT;50.94
2024-01-05;LNT;51.02
2024-01-08;LNT;51.32
2024-01-09;LNT;51.21
2024-01-10;LNT;50.91
2024-01-11;LNT;49.12
2024-01-12;LNT;49.41
2024-01-16;LNT;49.31
2024-01-17;LNT;48.58
2024-01-18;LNT;48.1
2024-01-19;LNT;47.92
2024-01-22;LNT;47.52
2024-01-23;LNT;47.83
2024-01-24;LNT;47.21
2024-01-25;LNT;47.81
2024-01-26;LNT;47.91
2024-01-29;LNT;48.24
2024-01-30;LNT;48.41
2024-01-31;LNT;48.19
2024-02-01;LNT;49.36
2024-02-02;LNT;48.33
2024-02-05;LNT;47.15
2024-02-06;LNT;47.3
2024-02-07;LNT;47.32
2024-02-08;LNT;47.02
2024-02-09;LNT;47.47
2024-02-12;LNT;47.99
2024-02-13;LNT;47.11
2024-02-14;LNT;47.17
2024-02-15;LNT;47.93
2024-02-16;LNT;47.88
2024-02-20;LNT;47.78
2024-02-21;LNT;48.61
2024-02-22;LNT;48.16
2024-02-23;LNT;48.23
2024-02-26;LNT;46.97
2024-02-27;LNT;47.36
2024-02-28;LNT;47.1
2024-02-29;LNT;47.29
2024-03-01;LNT;47.27
2024-03-04;LNT;48.07
2024-03-05;LNT;48.04
2024-03-06;LNT;48.51
2024-03-07;LNT;48.59
2024-03-08;LNT;48.86
2024-03-11;LNT;49.11
2024-03-12;LNT;48.3
2024-03-13;LNT;48.46
2024-03-14;LNT;47.6
2024-03-15;LNT;47.92
2024-03-18;LNT;48.14
2024-03-19;LNT;48.48
2024-03-20;LNT;48.33
2024-03-21;LNT;48.43
2024-03-22;LNT;48.2
2024-03-25;LNT;48.16
2024-03-26;LNT;47.79
2024-03-27;LNT;49.29
2024-03-28;LNT;49.91
2024-01-02;LOW;216.52
2024-01-03;LOW;210.2
2024-01-04;LOW;209.16
2024-01-05;LOW;210.44
2024-01-08;LOW;215.03
2024-01-09;LOW;214.9
2024-01-10;LOW;218.07
2024-01-11;LOW;218.02
2024-01-12;LOW;216.78
2024-01-16;LOW;218.28
2024-01-17;LOW;215.93
2024-01-18;LOW;216.11
2024-01-19;LOW;217.87
2024-01-22;LOW;217.72
2024-01-23;LOW;213.45
2024-01-24;LOW;209.55
2024-01-25;LOW;211.07
2024-01-26;LOW;210.97
2024-01-29;LOW;210.83
2024-01-30;LOW;213.5
2024-01-31;LOW;211.83
2024-02-01;LOW;219.18
2024-02-02;LOW;218.45
2024-02-05;LOW;216.97
2024-02-06;LOW;217.08
2024-02-07;LOW;220.64
2024-02-08;LOW;219.34
2024-02-09;LOW;221.2
2024-02-12;LOW;228.77
2024-02-13;LOW;224.36
2024-02-14;LOW;225.85
2024-02-15;LOW;227.24
2024-02-16;LOW;225.77
2024-02-20;LOW;224.44
2024-02-21;LOW;226.71
2024-02-22;LOW;229.41
2024-02-23;LOW;231.45
2024-02-26;LOW;230.22
2024-02-27;LOW;234.27
2024-02-28;LOW;237.66
2024-02-29;LOW;239.53
2024-03-01;LOW;243.53
2024-03-04;LOW;240.95
2024-03-05;LOW;239.67
2024-03-06;LOW;239.97
2024-03-07;LOW;240.57
2024-03-08;LOW;240.8
2024-03-11;LOW;239.81
2024-03-12;LOW;242.1
2024-03-13;LOW;246.23
2024-03-14;LOW;243.47
2024-03-15;LOW;243.57
2024-03-18;LOW;242.32
2024-03-19;LOW;246.84
2024-03-20;LOW;250.76
2024-03-21;LOW;259.76
2024-03-22;LOW;257.27
2024-03-25;LOW;252.79
2024-03-26;LOW;250.22
2024-03-27;LOW;252.12
2024-03-28;LOW;253.52
2024-01-02;LRCX;747.69
2024-01-03;LRCX;735.35
2024-01-04;LRCX;729.51
2024-01-05;LRCX;730.83
2024-01-08;LRCX;755.53
2024-01-09;LRCX;750.4
2024-01-10;LRCX;748.08
2024-01-11;LRCX;758.57
2024-01-12;LRCX;758.04
2024-01-16;LRCX;759.51
2024-01-17;LRCX;751.28
2024-01-18;LRCX;783.96
2024-01-19;LRCX;824.55
2024-01-22;LRCX;831.75
2024-01-23;LRCX;828.61
2024-01-24;LRCX;846.34
2024-01-25;LRCX;863.74
2024-01-26;LRCX;837.24
2024-01-29;LRCX;843.98
2024-01-30;LRCX;833.99
2024-01-31;LRCX;823.4
2024-02-01;LRCX;830.42
2024-02-02;LRCX;836.9
2024-02-05;LRCX;849.49
2024-02-06;LRCX;832.83
2024-02-07;LRCX;846.72
2024-02-08;LRCX;862.5
2024-02-09;LRCX;909.62
2024-02-12;LRCX;906.05
2024-02-13;LRCX;890.67
2024-02-14;LRCX;913.73
2024-02-15;LRCX;911.82
2024-02-16;LRCX;924.04
2024-02-20;LRCX;898.51
2024-02-21;LRCX;899.99
2024-02-22;LRCX;942.33
2024-02-23;LRCX;926.51
2024-02-26;LRCX;936.74
2024-02-27;LRCX;928.73
2024-02-28;LRCX;920.69
2024-02-29;LRCX;936.23
2024-03-01;LRCX;979.42
2024-03-04;LRCX;975.42
2024-03-05;LRCX;961.03
2024-03-06;LRCX;979.75
2024-03-07;LRCX;992.43
2024-03-08;LRCX;954.6
2024-03-11;LRCX;929.2
2024-03-12;LRCX;950.83
2024-03-13;LRCX;926.71
2024-03-14;LRCX;925.68
2024-03-15;LRCX;910.09
2024-03-18;LRCX;925.28
2024-03-19;LRCX;931.05
2024-03-20;LRCX;949.08
2024-03-21;LRCX;982.57
2024-03-22;LRCX;977.9
2024-03-25;LRCX;971.46
2024-03-26;LRCX;967.23
2024-03-27;LRCX;965.67
2024-03-28;LRCX;971.57
2024-01-02;LUMN;1.89
2024-01-03;LUMN;1.79
2024-01-04;LUMN;1.75
2024-01-05;LUMN;1.7
2024-01-08;LUMN;1.74
2024-01-09;LUMN;1.63
2024-01-10;LUMN;1.7
2024-01-11;LUMN;1.58
2024-01-12;LUMN;1.59
2024-01-16;LUMN;1.55
2024-01-17;LUMN;1.44
2024-01-18;LUMN;1.44
2024-01-19;LUMN;1.32
2024-01-22;LUMN;1.38
2024-01-23;LUMN;1.37
2024-01-24;LUMN;1.35
2024-01-25;LUMN;1.38
2024-01-26;LUMN;1.4
2024-01-29;LUMN;1.36
2024-01-30;LUMN;1.3
2024-01-31;LUMN;1.22
2024-02-01;LUMN;1.28
2024-02-02;LUMN;1.3
2024-02-05;LUMN;1.29
2024-02-06;LUMN;1.35
2024-02-07;LUMN;1.45
2024-02-08;LUMN;1.5
2024-02-09;LUMN;1.52
2024-02-12;LUMN;1.77
2024-02-13;LUMN;1.62
2024-02-14;LUMN;1.59
2024-02-15;LUMN;1.6
2024-02-16;LUMN;1.54
2024-02-20;LUMN;1.55
2024-02-21;LUMN;1.55
2024-02-22;LUMN;1.54
2024-02-23;LUMN;1.5
2024-02-26;LUMN;1.48
2024-02-27;LUMN;1.54
2024-02-28;LUMN;1.61
2024-02-29;LUMN;1.62
2024-03-01;LUMN;1.62
2024-03-04;LUMN;1.69
2024-03-05;LUMN;1.7
2024-03-06;LUMN;1.71
2024-03-07;LUMN;1.73
2024-03-08;LUMN;1.82
2024-03-11;LUMN;1.76
2024-03-12;LUMN;1.72
2024-03-13;LUMN;1.64
2024-03-14;LUMN;1.58
2024-03-15;LUMN;1.57
2024-03-18;LUMN;1.61
2024-03-19;LUMN;1.69
2024-03-20;LUMN;1.77
2024-03-21;LUMN;1.71
2024-03-22;LUMN;1.61
2024-03-25;LUMN;1.61
2024-03-26;LUMN;1.55
2024-03-27;LUMN;1.58
2024-03-28;LUMN;1.56
2024-01-02;LUV;28.33
2024-01-03;LUV;27.17
2024-01-04;LUV;27.78
2024-01-05;LUV;29
2024-01-08;LUV;28.97
2024-01-09;LUV;29.17
2024-01-10;LUV;29.55
2024-01-11;LUV;29.68
2024-01-12;LUV;28.42
2024-01-16;LUV;28.57
2024-01-17;LUV;27.96
2024-01-18;LUV;29.87
2024-01-19;LUV;29.83
2024-01-22;LUV;30
2024-01-23;LUV;30.95
2024-01-24;LUV;30.95
2024-01-25;LUV;30.23
2024-01-26;LUV;29.93
2024-01-29;LUV;30.05
2024-01-30;LUV;30.03
2024-01-31;LUV;29.73
2024-02-01;LUV;30.02
2024-02-02;LUV;30.21
2024-02-05;LUV;29.59
2024-02-06;LUV;30.87
2024-02-07;LUV;30.58
2024-02-08;LUV;32.16
2024-02-09;LUV;32.32
2024-02-12;LUV;32.62
2024-02-13;LUV;32.36
2024-02-14;LUV;33.57
2024-02-15;LUV;34.03
2024-02-16;LUV;33.75
2024-02-20;LUV;33.68
2024-02-21;LUV;34.36
2024-02-22;LUV;34.06
2024-02-23;LUV;33.6
2024-02-26;LUV;33.97
2024-02-27;LUV;34.34
2024-02-28;LUV;34.29
2024-02-29;LUV;34.09
2024-03-01;LUV;33.78
2024-03-04;LUV;33.93
2024-03-05;LUV;34.41
2024-03-06;LUV;34.56
2024-03-07;LUV;34.83
2024-03-08;LUV;34.26
2024-03-11;LUV;33.78
2024-03-12;LUV;28.76
2024-03-13;LUV;28.28
2024-03-14;LUV;28.11
2024-03-15;LUV;28.35
2024-03-18;LUV;28.01
2024-03-19;LUV;28.17
2024-03-20;LUV;28.84
2024-03-21;LUV;28.68
2024-03-22;LUV;28.45
2024-03-25;LUV;28.51
2024-03-26;LUV;28.41
2024-03-27;LUV;29.27
2024-03-28;LUV;29.19
2024-01-02;LVS;51.13
2024-01-03;LVS;50.47
2024-01-04;LVS;50.05
2024-01-05;LVS;50.61
2024-01-08;LVS;51.57
2024-01-09;LVS;49.81
2024-01-10;LVS;49.09
2024-01-11;LVS;49.55
2024-01-12;LVS;49.41
2024-01-16;LVS;48.85
2024-01-17;LVS;48.04
2024-01-18;LVS;49.32
2024-01-19;LVS;48.66
2024-01-22;LVS;47.74
2024-01-23;LVS;48.83
2024-01-24;LVS;49.44
2024-01-25;LVS;49.95
2024-01-26;LVS;49.83
2024-01-29;LVS;50.2
2024-01-30;LVS;49.31
2024-01-31;LVS;48.73
2024-02-01;LVS;50.65
2024-02-02;LVS;50.28
2024-02-05;LVS;51.11
2024-02-06;LVS;52.17
2024-02-07;LVS;52.75
2024-02-08;LVS;53.61
2024-02-09;LVS;53.62
2024-02-12;LVS;54.46
2024-02-13;LVS;53.86
2024-02-14;LVS;54.48
2024-02-15;LVS;54.97
2024-02-16;LVS;55.25
2024-02-20;LVS;53.06
2024-02-21;LVS;53.49
2024-02-22;LVS;53.65
2024-02-23;LVS;54.75
2024-02-26;LVS;53.93
2024-02-27;LVS;53.4
2024-02-28;LVS;53.62
2024-02-29;LVS;54.52
2024-03-01;LVS;51.28
2024-03-04;LVS;50.7
2024-03-05;LVS;50.91
2024-03-06;LVS;50.58
2024-03-07;LVS;51.49
2024-03-08;LVS;51.51
2024-03-11;LVS;52.61
2024-03-12;LVS;52.95
2024-03-13;LVS;53.35
2024-03-14;LVS;52.36
2024-03-15;LVS;51.03
2024-03-18;LVS;50.61
2024-03-19;LVS;50.78
2024-03-20;LVS;50.57
2024-03-21;LVS;50.35
2024-03-22;LVS;50.1
2024-03-25;LVS;50.32
2024-03-26;LVS;50.85
2024-03-27;LVS;51.48
2024-03-28;LVS;51.7
2024-01-02;LW;105.72
2024-01-03;LW;104.1
2024-01-04;LW;104.43
2024-01-05;LW;105.18
2024-01-08;LW;106.53
2024-01-09;LW;106.56
2024-01-10;LW;106.34
2024-01-11;LW;106.33
2024-01-12;LW;106.31
2024-01-16;LW;107.47
2024-01-17;LW;109.12
2024-01-18;LW;108.88
2024-01-19;LW;108.38
2024-01-22;LW;108.84
2024-01-23;LW;108.7
2024-01-24;LW;105.02
2024-01-25;LW;104.21
2024-01-26;LW;103.37
2024-01-29;LW;104.1
2024-01-30;LW;102.69
2024-01-31;LW;101.63
2024-02-01;LW;104.98
2024-02-02;LW;105.64
2024-02-05;LW;103.67
2024-02-06;LW;100.62
2024-02-07;LW;99.75
2024-02-08;LW;100.44
2024-02-09;LW;100.39
2024-02-12;LW;100.7
2024-02-13;LW;103.15
2024-02-14;LW;102.4
2024-02-15;LW;103.07
2024-02-16;LW;100.79
2024-02-20;LW;101.71
2024-02-21;LW;101.39
2024-02-22;LW;103.31
2024-02-23;LW;102.22
2024-02-26;LW;101.6
2024-02-27;LW;100.38
2024-02-28;LW;100.54
2024-02-29;LW;101.76
2024-03-01;LW;101.6
2024-03-04;LW;101.79
2024-03-05;LW;102.7
2024-03-06;LW;101.99
2024-03-07;LW;99.29
2024-03-08;LW;100.75
2024-03-11;LW;101.75
2024-03-12;LW;102.65
2024-03-13;LW;102.49
2024-03-14;LW;100.89
2024-03-15;LW;101.61
2024-03-18;LW;102.41
2024-03-19;LW;103.34
2024-03-20;LW;102.73
2024-03-21;LW;102.29
2024-03-22;LW;102.72
2024-03-25;LW;102.2
2024-03-26;LW;105.14
2024-03-27;LW;105.83
2024-03-28;LW;106.06
2024-01-02;LYB;94.09
2024-01-03;LYB;94.06
2024-01-04;LYB;93.61
2024-01-05;LYB;94.37
2024-01-08;LYB;94.17
2024-01-09;LYB;92.72
2024-01-10;LYB;91.9
2024-01-11;LYB;92.27
2024-01-12;LYB;92
2024-01-16;LYB;91.55
2024-01-17;LYB;90.31
2024-01-18;LYB;90.9
2024-01-19;LYB;90.98
2024-01-22;LYB;91.34
2024-01-23;LYB;92.14
2024-01-24;LYB;91.01
2024-01-25;LYB;92.93
2024-01-26;LYB;92.97
2024-01-29;LYB;92.81
2024-01-30;LYB;93.18
2024-01-31;LYB;91.69
2024-02-01;LYB;92.17
2024-02-02;LYB;90.47
2024-02-05;LYB;90.75
2024-02-06;LYB;92.04
2024-02-07;LYB;92.04
2024-02-08;LYB;92.53
2024-02-09;LYB;92.94
2024-02-12;LYB;94.01
2024-02-13;LYB;92.29
2024-02-14;LYB;92.2
2024-02-15;LYB;94.96
2024-02-16;LYB;95.18
2024-02-20;LYB;93.79
2024-02-21;LYB;94.87
2024-02-22;LYB;95.76
2024-02-23;LYB;96.71
2024-02-26;LYB;96.27
2024-02-27;LYB;96.45
2024-02-28;LYB;96.24
2024-02-29;LYB;97.7
2024-03-01;LYB;98.11
2024-03-04;LYB;100.29
2024-03-05;LYB;100.11
2024-03-06;LYB;98.56
2024-03-07;LYB;97.69
2024-03-08;LYB;97.61
2024-03-11;LYB;99.3
2024-03-12;LYB;99.18
2024-03-13;LYB;100.34
2024-03-14;LYB;98.65
2024-03-15;LYB;98.56
2024-03-18;LYB;98.5
2024-03-19;LYB;98.48
2024-03-20;LYB;100.91
2024-03-21;LYB;99.89
2024-03-22;LYB;99.62
2024-03-25;LYB;99.14
2024-03-26;LYB;99.78
2024-03-27;LYB;101.56
2024-03-28;LYB;100.9
2024-01-02;LYV;91.81
2024-01-03;LYV;89.36
2024-01-04;LYV;89.04
2024-01-05;LYV;89.21
2024-01-08;LYV;90.22
2024-01-09;LYV;91.45
2024-01-10;LYV;89.5
2024-01-11;LYV;91.28
2024-01-12;LYV;90.66
2024-01-16;LYV;90.6
2024-01-17;LYV;90.31
2024-01-18;LYV;90.65
2024-01-19;LYV;91.18
2024-01-22;LYV;89.03
2024-01-23;LYV;90.02
2024-01-24;LYV;89.35
2024-01-25;LYV;89.78
2024-01-26;LYV;89.29
2024-01-29;LYV;89.11
2024-01-30;LYV;88.83
2024-01-31;LYV;88.85
2024-02-01;LYV;89.39
2024-02-02;LYV;88.2
2024-02-05;LYV;87.41
2024-02-06;LYV;88.84
2024-02-07;LYV;87.66
2024-02-08;LYV;88
2024-02-09;LYV;89.53
2024-02-12;LYV;89.5
2024-02-13;LYV;87.75
2024-02-14;LYV;89.4
2024-02-15;LYV;93.83
2024-02-16;LYV;93.25
2024-02-20;LYV;92.05
2024-02-21;LYV;91.2
2024-02-22;LYV;93.49
2024-02-23;LYV;95.32
2024-02-26;LYV;92.17
2024-02-27;LYV;93.54
2024-02-28;LYV;94.28
2024-02-29;LYV;96.98
2024-03-01;LYV;97.15
2024-03-04;LYV;98.7
2024-03-05;LYV;98.2
2024-03-06;LYV;99.19
2024-03-07;LYV;100.51
2024-03-08;LYV;99.74
2024-03-11;LYV;100.06
2024-03-12;LYV;101.9
2024-03-13;LYV;104.28
2024-03-14;LYV;103.41
2024-03-15;LYV;103.77
2024-03-18;LYV;104.38
2024-03-19;LYV;104.02
