Ticker;Data;Close
ABBV;2/01/2024;156,8427
ABBV;3/01/2024;157,4708
ABBV;4/01/2024;158,4522
ABBV;5/01/2024;159,1195
ABBV;8/01/2024;158,4227
ABBV;9/01/2024;159,2863
ABBV;10/01/2024;161,8183
ABBV;11/01/2024;160,7289
ABBV;12/01/2024;160,8974
ABBV;16/01/2024;159,9859
ABBV;17/01/2024;160,5407
ABBV;18/01/2024;161,789
ABBV;19/01/2024;163,2455
ABBV;22/01/2024;163,8597
ABBV;23/01/2024;165,9502
ABBV;24/01/2024;162,7005
ABBV;25/01/2024;163,6021
ABBV;26/01/2024;162,8789
ABBV;29/01/2024;162,3934
ABBV;30/01/2024;163,3941
ABBV;31/01/2024;162,8789
ABBV;1/02/2024;166,0394
ABBV;2/02/2024;167,1094
ABBV;5/02/2024;169,6754
ABBV;6/02/2024;171,6866
ABBV;7/02/2024;173,3907
ABBV;8/02/2024;173,1727
ABBV;9/02/2024;172,4693
ABBV;12/02/2024;171,4687
ABBV;13/02/2024;171,6866
ABBV;14/02/2024;172,8062
ABBV;15/02/2024;174,9561
ABBV;16/02/2024;175,8478
ABBV;20/02/2024;174,1239
ABBV;21/02/2024;173,5195
ABBV;22/02/2024;175,1146
ABBV;23/02/2024;176,4422
ABBV;26/02/2024;177,1555
ABBV;27/02/2024;177,3339
ABBV;28/02/2024;176,353
ABBV;29/02/2024;174,4211
ABBV;1/03/2024;177,2546
ABBV;4/03/2024;175,4118
ABBV;5/03/2024;177,5023
ABBV;6/03/2024;179,3847
ABBV;7/03/2024;178,8993
ABBV;8/03/2024;177,1952
ABBV;11/03/2024;177,968
ABBV;12/03/2024;179,246
ABBV;13/03/2024;178,1958
ABBV;14/03/2024;179,5234
ABBV;15/03/2024;176,2341
ABBV;18/03/2024;176,8385
ABBV;19/03/2024;177,9977
ABBV;20/03/2024;174,6391
ABBV;21/03/2024;175,8577
ABBV;22/03/2024;176,7989
ABBV;25/03/2024;176,8781
ABBV;26/03/2024;177,532
ABBV;27/03/2024;178,6813
ABBV;28/03/2024;180,4151
ABT;2/01/2024;108,7824
ABT;3/01/2024;108,4556
ABT;4/01/2024;109,9014
ABT;5/01/2024;109,7231
ABT;8/01/2024;111,3076
ABT;9/01/2024;111,6344
ABT;10/01/2024;113,2882
ABT;11/01/2024;112,9399
ABT;12/01/2024;113,3578
ABT;16/01/2024;113,1986
ABT;17/01/2024;113,3678
ABT;18/01/2024;113,4573
ABT;19/01/2024;114,124
ABT;22/01/2024;113,6265
ABT;23/01/2024;113,4374
ABT;24/01/2024;110,2234
ABT;25/01/2024;111,8951
ABT;26/01/2024;111,4572
ABT;29/01/2024;112,8901
ABT;30/01/2024;112,92
ABT;31/01/2024;112,5916
ABT;1/02/2024;113,925
ABT;2/02/2024;111,5567
ABT;5/02/2024;111,099
ABT;6/02/2024;113,4374
ABT;7/02/2024;112,7508
ABT;8/02/2024;111,8752
ABT;9/02/2024;111,2582
ABT;12/02/2024;111,9747
ABT;13/02/2024;110,7905
ABT;14/02/2024;111,507
ABT;15/02/2024;113,0792
ABT;16/02/2024;113,4474
ABT;20/02/2024;116,0644
ABT;21/02/2024;117,2883
ABT;22/02/2024;118,4326
ABT;23/02/2024;118,8705
ABT;26/02/2024;118,1043
ABT;27/02/2024;118,8108
ABT;28/02/2024;119,4576
ABT;29/02/2024;118,0545
ABT;1/03/2024;118,0346
ABT;4/03/2024;119,4476
ABT;5/03/2024;117,8953
ABT;6/03/2024;118,7511
ABT;7/03/2024;120,3233
ABT;8/03/2024;120,3631
ABT;11/03/2024;119,5969
ABT;12/03/2024;120,1641
ABT;13/03/2024;119,567
ABT;14/03/2024;118,2635
ABT;15/03/2024;114,9201
ABT;18/03/2024;111,8851
ABT;19/03/2024;112,6016
ABT;20/03/2024;110,9498
ABT;21/03/2024;110,9597
ABT;22/03/2024;110,0243
ABT;25/03/2024;109,4671
ABT;26/03/2024;110,9498
ABT;27/03/2024;112,92
ABT;28/03/2024;113,0991
ACGL;2/01/2024;75,55
ACGL;3/01/2024;76,94
ACGL;4/01/2024;77,47
ACGL;5/01/2024;76,81
ACGL;8/01/2024;77,12
ACGL;9/01/2024;76,15
ACGL;10/01/2024;76,96
ACGL;11/01/2024;77,62
ACGL;12/01/2024;77,69
ACGL;16/01/2024;78,17
ACGL;17/01/2024;78,67
ACGL;18/01/2024;78,96
ACGL;19/01/2024;80,88
ACGL;22/01/2024;80,47
ACGL;23/01/2024;80,34
ACGL;24/01/2024;80,13
ACGL;25/01/2024;79,6
ACGL;26/01/2024;79,9
ACGL;29/01/2024;79,73
ACGL;30/01/2024;80,58
ACGL;31/01/2024;82,43
ACGL;1/02/2024;82,09
ACGL;2/02/2024;83,3
ACGL;5/02/2024;83,66
ACGL;6/02/2024;83,3
ACGL;7/02/2024;84,42
ACGL;8/02/2024;82,76
ACGL;9/02/2024;83,46
ACGL;12/02/2024;83,1
ACGL;13/02/2024;84,06
ACGL;14/02/2024;84,87
ACGL;15/02/2024;87,4
ACGL;16/02/2024;86,11
ACGL;20/02/2024;85,37
ACGL;21/02/2024;84,71
ACGL;22/02/2024;85,82
ACGL;23/02/2024;87,29
ACGL;26/02/2024;87,28
ACGL;27/02/2024;87,22
ACGL;28/02/2024;88,28
ACGL;29/02/2024;87,59
ACGL;1/03/2024;87,17
ACGL;4/03/2024;87,14
ACGL;5/03/2024;87,39
ACGL;6/03/2024;88,82
ACGL;7/03/2024;87,69
ACGL;8/03/2024;87,61
ACGL;11/03/2024;90,31
ACGL;12/03/2024;90,92
ACGL;13/03/2024;91
ACGL;14/03/2024;91,03
ACGL;15/03/2024;91,88
ACGL;18/03/2024;91,4
ACGL;19/03/2024;91,67
ACGL;20/03/2024;92,23
ACGL;21/03/2024;90,69
ACGL;22/03/2024;90,68
ACGL;25/03/2024;90,99
ACGL;26/03/2024;90,59
ACGL;27/03/2024;91,48
ACGL;28/03/2024;92,44
ACN;2/01/2024;344,3246
ACN;3/01/2024;335,3919
ACN;4/01/2024;334,5681
ACN;5/01/2024;334,1016
ACN;8/01/2024;337,8037
ACN;9/01/2024;340,1858
ACN;10/01/2024;342,7465
ACN;11/01/2024;345,3667
ACN;12/01/2024;353,6642
ACN;16/01/2024;351,9074
ACN;17/01/2024;352,2859
ACN;18/01/2024;358,1632
ACN;19/01/2024;362,4964
ACN;22/01/2024;365,7936
ACN;23/01/2024;368,4334
ACN;24/01/2024;367,4771
ACN;25/01/2024;370,5054
ACN;26/01/2024;369,6388
ACN;29/01/2024;371,91
ACN;30/01/2024;369,8679
ACN;31/01/2024;362,4765
ACN;1/02/2024;369,4794
ACN;2/02/2024;371,5115
ACN;5/02/2024;368,9116
ACN;6/02/2024;363,2933
ACN;7/02/2024;365,2358
ACN;8/02/2024;367,0587
ACN;9/02/2024;370,2365
ACN;12/02/2024;366,0128
ACN;13/02/2024;361,4106
ACN;14/02/2024;369,5491
ACN;15/02/2024;370,0771
ACN;16/02/2024;368,0549
ACN;20/02/2024;361,5501
ACN;21/02/2024;359,5179
ACN;22/02/2024;369,8778
ACN;23/02/2024;375,8647
ACN;26/02/2024;376,024
ACN;27/02/2024;376,4524
ACN;28/02/2024;376,5719
ACN;29/02/2024;373,3344
ACN;1/03/2024;379,5205
ACN;4/03/2024;382,23
ACN;5/03/2024;375,4264
ACN;6/03/2024;379,3611
ACN;7/03/2024;385,4177
ACN;8/03/2024;376,7114
ACN;11/03/2024;371,7805
ACN;12/03/2024;379,0125
ACN;13/03/2024;377,2592
ACN;14/03/2024;376,7512
ACN;15/03/2024;373,1552
ACN;18/03/2024;371,2326
ACN;19/03/2024;376,6217
ACN;20/03/2024;378,9726
ACN;21/03/2024;343,6992
ACN;22/03/2024;336,1982
ACN;25/03/2024;332,5324
ACN;26/03/2024;335,0925
ACN;27/03/2024;339,625
ACN;28/03/2024;345,2731
ADBE;2/01/2024;580,07
ADBE;3/01/2024;571,79
ADBE;4/01/2024;567,05
ADBE;5/01/2024;564,6
ADBE;8/01/2024;580,55
ADBE;9/01/2024;586,2
ADBE;10/01/2024;591,03
ADBE;11/01/2024;597,49
ADBE;12/01/2024;596,54
ADBE;16/01/2024;597,68
ADBE;17/01/2024;596,1
ADBE;18/01/2024;593,7
ADBE;19/01/2024;611,55
ADBE;22/01/2024;603,59
ADBE;23/01/2024;597,18
ADBE;24/01/2024;606,48
ADBE;25/01/2024;622,58
ADBE;26/01/2024;613,93
ADBE;29/01/2024;630,23
ADBE;30/01/2024;627,96
ADBE;31/01/2024;617,78
ADBE;1/02/2024;627,91
ADBE;2/02/2024;634,76
ADBE;5/02/2024;630,5
ADBE;6/02/2024;607,14
ADBE;7/02/2024;615,85
ADBE;8/02/2024;615,86
ADBE;9/02/2024;627,21
ADBE;12/02/2024;611,84
ADBE;13/02/2024;601,89
ADBE;14/02/2024;604,66
ADBE;15/02/2024;590,44
ADBE;16/02/2024;546,66
ADBE;20/02/2024;541,91
ADBE;21/02/2024;538,52
ADBE;22/02/2024;537,57
ADBE;23/02/2024;553,44
ADBE;26/02/2024;560,48
ADBE;27/02/2024;552,49
ADBE;28/02/2024;551,82
ADBE;29/02/2024;560,28
ADBE;1/03/2024;570,93
ADBE;4/03/2024;567,94
ADBE;5/03/2024;544,84
ADBE;6/03/2024;543,09
ADBE;7/03/2024;556,04
ADBE;8/03/2024;551,69
ADBE;11/03/2024;560,42
ADBE;12/03/2024;579,14
ADBE;13/03/2024;573,55
ADBE;14/03/2024;570,45
ADBE;15/03/2024;492,46
ADBE;18/03/2024;513,86
ADBE;19/03/2024;521,19
ADBE;20/03/2024;519,14
ADBE;21/03/2024;511,25
ADBE;22/03/2024;499,52
ADBE;25/03/2024;507,23
ADBE;26/03/2024;507,6
ADBE;27/03/2024;504,4
ADBE;28/03/2024;504,6
ADI;2/01/2024;191,9088
ADI;3/01/2024;187,3286
ADI;4/01/2024;184,4636
ADI;5/01/2024;184,9395
ADI;8/01/2024;187,3485
ADI;9/01/2024;188,1217
ADI;10/01/2024;186,7437
ADI;11/01/2024;187,3286
ADI;12/01/2024;186,7338
ADI;16/01/2024;186,1687
ADI;17/01/2024;183,8291
ADI;18/01/2024;188,3299
ADI;19/01/2024;193,0885
ADI;22/01/2024;195,6066
ADI;23/01/2024;199,6315
ADI;24/01/2024;196,588
ADI;25/01/2024;195,5966
ADI;26/01/2024;192,2557
ADI;29/01/2024;195,4975
ADI;30/01/2024;193,0587
ADI;31/01/2024;190,6993
ADI;1/02/2024;190,3523
ADI;2/02/2024;190,4415
ADI;5/02/2024;190,8976
ADI;6/02/2024;188,0722
ADI;7/02/2024;190,3126
ADI;8/02/2024;192,3846
ADI;9/02/2024;193,3363
ADI;12/02/2024;192,3747
ADI;13/02/2024;183,0955
ADI;14/02/2024;184,7114
ADI;15/02/2024;185,9209
ADI;16/02/2024;186,6149
ADI;20/02/2024;187,7648
ADI;21/02/2024;192,0475
ADI;22/02/2024;190,2532
ADI;23/02/2024;188,4687
ADI;26/02/2024;187,3782
ADI;27/02/2024;187,4377
ADI;28/02/2024;186,139
ADI;29/02/2024;190,1639
ADI;1/03/2024;194,4665
ADI;4/03/2024;193,8888
ADI;5/03/2024;189,048
ADI;6/03/2024;190,9405
ADI;7/03/2024;197,4546
ADI;8/03/2024;195,1637
ADI;11/03/2024;197,4247
ADI;12/03/2024;198,4108
ADI;13/03/2024;197,8132
ADI;14/03/2024;193,6597
ADI;15/03/2024;194,4266
ADI;18/03/2024;190,4624
ADI;19/03/2024;189,7851
ADI;20/03/2024;193,5501
ADI;21/03/2024;194,3768
ADI;22/03/2024;192,7433
ADI;25/03/2024;189,8747
ADI;26/03/2024;188,2114
ADI;27/03/2024;192,564
ADI;28/03/2024;197,0064
ADM;2/01/2024;72,0783
ADM;3/01/2024;72,4449
ADM;4/01/2024;71,0778
ADM;5/01/2024;70,1466
ADM;8/01/2024;70,3943
ADM;9/01/2024;70,0079
ADM;10/01/2024;68,6805
ADM;11/01/2024;68,8192
ADM;12/01/2024;68,9083
ADM;16/01/2024;68,4526
ADM;17/01/2024;68,2743
ADM;18/01/2024;68,096
ADM;19/01/2024;67,5512
ADM;22/01/2024;51,2057
ADM;23/01/2024;51,8199
ADM;24/01/2024;52,1369
ADM;25/01/2024;50,8986
ADM;26/01/2024;51,5624
ADM;29/01/2024;54,4253
ADM;30/01/2024;55,4754
ADM;31/01/2024;55,0593
ADM;1/02/2024;56,2282
ADM;2/02/2024;55,1683
ADM;5/02/2024;52,4638
ADM;6/02/2024;52,87
ADM;7/02/2024;52,88
ADM;8/02/2024;52,7
ADM;9/02/2024;53,05
ADM;12/02/2024;53,74
ADM;13/02/2024;52,47
ADM;14/02/2024;53,27
ADM;15/02/2024;54,31
ADM;16/02/2024;53,65
ADM;20/02/2024;53,4
ADM;21/02/2024;53,9
ADM;22/02/2024;53,7
ADM;23/02/2024;53,45
ADM;26/02/2024;53,17
ADM;27/02/2024;52,79
ADM;28/02/2024;53,01
ADM;29/02/2024;53,11
ADM;1/03/2024;54,24
ADM;4/03/2024;53,22
ADM;5/03/2024;53,46
ADM;6/03/2024;54,15
ADM;7/03/2024;54,25
ADM;8/03/2024;54,81
ADM;11/03/2024;54,91
ADM;12/03/2024;57,07
ADM;13/03/2024;58,27
ADM;14/03/2024;58,21
ADM;15/03/2024;59,31
ADM;18/03/2024;60,41
ADM;19/03/2024;61,03
ADM;20/03/2024;61,31
ADM;21/03/2024;62,47
ADM;22/03/2024;62
ADM;25/03/2024;62,51
ADM;26/03/2024;61,82
ADM;27/03/2024;62,99
ADM;28/03/2024;62,81
ADP;2/01/2024;230,7493
ADP;3/01/2024;229,8497
ADP;4/01/2024;230,9865
ADP;5/01/2024;232,5188
ADP;8/01/2024;234,0511
ADP;9/01/2024;232,5287
ADP;10/01/2024;232,5979
ADP;11/01/2024;232,6473
ADP;12/01/2024;233,2503
ADP;16/01/2024;232,588
ADP;17/01/2024;232,6967
ADP;18/01/2024;233,3788
ADP;19/01/2024;235,5141
ADP;22/01/2024;236,6608
ADP;23/01/2024;237,6099
ADP;24/01/2024;235,7118
ADP;25/01/2024;234,0115
ADP;26/01/2024;233,3986
ADP;29/01/2024;234,9902
ADP;30/01/2024;235,8601
ADP;31/01/2024;242,9678
ADP;1/02/2024;244,253
ADP;2/02/2024;245,9632
ADP;5/02/2024;245,4392
ADP;6/02/2024;247,9403
ADP;7/02/2024;247,4065
ADP;8/02/2024;248,2072
ADP;9/02/2024;247,1297
ADP;12/02/2024;247,2088
ADP;13/02/2024;246,7343
ADP;14/02/2024;248,0293
ADP;15/02/2024;249,1661
ADP;16/02/2024;250,0756
ADP;20/02/2024;250,0459
ADP;21/02/2024;251,0147
ADP;22/02/2024;251,8451
ADP;23/02/2024;252,9424
ADP;26/02/2024;250,6489
ADP;27/02/2024;248,4346
ADP;28/02/2024;248,6817
ADP;29/02/2024;248,2566
ADP;1/03/2024;246,8331
ADP;4/03/2024;243,383
ADP;5/03/2024;241,2082
ADP;6/03/2024;240,9709
ADP;7/03/2024;242,8501
ADP;8/03/2024;241,0107
ADP;11/03/2024;242,691
ADP;12/03/2024;243,2677
ADP;13/03/2024;242,8103
ADP;14/03/2024;241,8559
ADP;15/03/2024;240,7025
ADP;18/03/2024;240,4639
ADP;19/03/2024;242,7308
ADP;20/03/2024;246,3002
ADP;21/03/2024;247,5232
ADP;22/03/2024;246,1909
ADP;25/03/2024;242,8004
ADP;26/03/2024;243,6654
ADP;27/03/2024;246,9067
ADP;28/03/2024;248,3087
ADSK;2/01/2024;234,12
ADSK;3/01/2024;227,19
ADSK;4/01/2024;228,92
ADSK;5/01/2024;229,52
ADSK;8/01/2024;235,45
ADSK;9/01/2024;235,96
ADSK;10/01/2024;238,82
ADSK;11/01/2024;240,65
ADSK;12/01/2024;242,44
ADSK;16/01/2024;241,5
ADSK;17/01/2024;238,47
ADSK;18/01/2024;241,18
ADSK;19/01/2024;248,64
ADSK;22/01/2024;250,79
ADSK;23/01/2024;252,78
ADSK;24/01/2024;252,66
ADSK;25/01/2024;251,75
ADSK;26/01/2024;253,07
ADSK;29/01/2024;257,23
ADSK;30/01/2024;256,47
ADSK;31/01/2024;253,81
ADSK;1/02/2024;255,07
ADSK;2/02/2024;256,45
ADSK;5/02/2024;252,81
ADSK;6/02/2024;253,98
ADSK;7/02/2024;258,43
ADSK;8/02/2024;261,51
ADSK;9/02/2024;266,68
ADSK;12/02/2024;262,04
ADSK;13/02/2024;256,76
ADSK;14/02/2024;262,17
ADSK;15/02/2024;261,25
ADSK;16/02/2024;258,3
ADSK;20/02/2024;255,26
ADSK;21/02/2024;252,52
ADSK;22/02/2024;256,98
ADSK;23/02/2024;257,2
ADSK;26/02/2024;257,35
ADSK;27/02/2024;256,95
ADSK;28/02/2024;255,25
ADSK;29/02/2024;258,17
ADSK;1/03/2024;264,74
ADSK;4/03/2024;260,7
ADSK;5/03/2024;247,29
ADSK;6/03/2024;251,1
ADSK;7/03/2024;253,84
ADSK;8/03/2024;251,86
ADSK;11/03/2024;258,26
ADSK;12/03/2024;262,78
ADSK;13/03/2024;258,7
ADSK;14/03/2024;258,53
ADSK;15/03/2024;254,24
ADSK;18/03/2024;255,18
ADSK;19/03/2024;256,19
ADSK;20/03/2024;262,43
ADSK;21/03/2024;265,75
ADSK;22/03/2024;262,86
ADSK;25/03/2024;261,57
ADSK;26/03/2024;261,67
ADSK;27/03/2024;260,97
ADSK;28/03/2024;260,42
AEE;2/01/2024;72,6394
AEE;3/01/2024;72,3155
AEE;4/01/2024;72,5511
AEE;5/01/2024;72,6885
AEE;8/01/2024;73,2873
AEE;9/01/2024;72,659
AEE;10/01/2024;72,4235
AEE;11/01/2024;70,8725
AEE;12/01/2024;70,5682
AEE;16/01/2024;69,9007
AEE;17/01/2024;69,0271
AEE;18/01/2024;68,3301
AEE;19/01/2024;68,0062
AEE;22/01/2024;67,5841
AEE;23/01/2024;67,751
AEE;24/01/2024;67,1031
AEE;25/01/2024;68,3988
AEE;26/01/2024;68,232
AEE;29/01/2024;68,5068
AEE;30/01/2024;68,7424
AEE;31/01/2024;68,2909
AEE;1/02/2024;69,4001
AEE;2/02/2024;68,1338
AEE;5/02/2024;66,7203
AEE;6/02/2024;67,1227
AEE;7/02/2024;67,427
AEE;8/02/2024;66,6712
AEE;9/02/2024;67,4369
AEE;12/02/2024;67,8982
AEE;13/02/2024;67,0148
AEE;14/02/2024;67,3485
AEE;15/02/2024;68,2614
AEE;16/02/2024;68,232
AEE;20/02/2024;68,5854
AEE;21/02/2024;70,0872
AEE;22/02/2024;69,5081
AEE;23/02/2024;70,2835
AEE;26/02/2024;69,5277
AEE;27/02/2024;70,0087
AEE;28/02/2024;70,1756
AEE;29/02/2024;69,8811
AEE;1/03/2024;70,0087
AEE;4/03/2024;71,3339
AEE;5/03/2024;70,794
AEE;6/03/2024;71,7756
AEE;7/03/2024;71,7363
AEE;8/03/2024;71,6676
AEE;11/03/2024;72,2958
AEE;12/03/2024;71,642
AEE;13/03/2024;71,7213
AEE;14/03/2024;70,7108
AEE;15/03/2024;70,909
AEE;18/03/2024;71,2953
AEE;19/03/2024;71,434
AEE;20/03/2024;71,3746
AEE;21/03/2024;71,1269
AEE;22/03/2024;71,008
AEE;25/03/2024;70,7703
AEE;26/03/2024;70,3047
AEE;27/03/2024;72,4643
AEE;28/03/2024;73,2667
AEP;2/01/2024;81,4345
AEP;3/01/2024;81,6303
AEP;4/01/2024;81,6401
AEP;5/01/2024;82,3058
AEP;8/01/2024;82,7366
AEP;9/01/2024;82,3646
AEP;10/01/2024;80,808
AEP;11/01/2024;78,7129
AEP;12/01/2024;79,78
AEP;16/01/2024;79,2807
AEP;17/01/2024;78,0569
AEP;18/01/2024;76,559
AEP;19/01/2024;76,0695
AEP;22/01/2024;75,6387
AEP;23/01/2024;76,4709
AEP;24/01/2024;75,3744
AEP;25/01/2024;76,4513
AEP;26/01/2024;76,2066
AEP;29/01/2024;76,7352
AEP;30/01/2024;76,794
AEP;31/01/2024;76,5003
AEP;1/02/2024;78,0178
AEP;2/02/2024;76,98
AEP;5/02/2024;75,1884
AEP;6/02/2024;75,6094
AEP;7/02/2024;75,7073
AEP;8/02/2024;75,2022
AEP;9/02/2024;75,9152
AEP;12/02/2024;76,8362
AEP;13/02/2024;78,0146
AEP;14/02/2024;78,0344
AEP;15/02/2024;80,5696
